post_id,url,author,likes,has_media,published_at,retrieved_at,metrics_source,decision,case_slug,reason_zh,reason_en
2100523868913807410,https://x.com/abolbuild/status/2100523868913807410,abolbuild,1635,True,2026-09-17T09:54:50+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100523868913807410,pending_review,,虽达到点赞/媒体门槛，具体任务、组件分工或独立实现关系尚未充分核清；保留线索，不表示项目无效。,"Meets like/media thresholds, but task details, component roles or implementation identity still need review; retained as a lead, not judged invalid."
2100529273186472318,https://x.com/iam_zachi/status/2100529273186472318,iam_zachi,3889,True,2026-09-17T10:16:19+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100529273186472318,new_case,typesafe-adblock,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100536228827496721,https://x.com/VisheshBaghell/status/2100536228827496721,VisheshBaghell,75,True,2026-09-17T10:43:57+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100536228827496721,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100543809465577665,https://x.com/nielsmouthaan/status/2100543809465577665,nielsmouthaan,7,True,2026-09-17T11:14:05+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100543809465577665,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100545295201288678,https://x.com/savboj/status/2100545295201288678,savboj,1273,True,2026-09-17T11:19:59+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100545295201288678,pending_review,,虽达到点赞/媒体门槛，具体任务、组件分工或独立实现关系尚未充分核清；保留线索，不表示项目无效。,"Meets like/media thresholds, but task details, component roles or implementation identity still need review; retained as a lead, not judged invalid."
2100571522540695705,https://x.com/marcoporracin/status/2100571522540695705,marcoporracin,728,False,2026-09-17T13:04:12+00:00,2026-09-23T04:29:57+00:00,https://api.fxtwitter.com/status/2100571522540695705,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100573432089866717,https://x.com/JoshARosen/status/2100573432089866717,JoshARosen,769,False,2026-09-17T13:11:47+00:00,2026-09-23T04:29:57+00:00,https://api.fxtwitter.com/status/2100573432089866717,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100584682664628454,https://x.com/raihankhan_rk/status/2100584682664628454,raihankhan_rk,81,True,2026-09-17T13:56:29+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100584682664628454,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100601420395282695,https://x.com/GuangyuRobert/status/2100601420395282695,GuangyuRobert,145,True,2026-09-17T15:03:00+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100601420395282695,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100607709317861879,https://x.com/rileybrown/status/2100607709317861879,rileybrown,285,True,2026-09-17T15:27:59+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100607709317861879,pending_review,,虽达到点赞/媒体门槛，具体任务、组件分工或独立实现关系尚未充分核清；保留线索，不表示项目无效。,"Meets like/media thresholds, but task details, component roles or implementation identity still need review; retained as a lead, not judged invalid."
2100608556823388486,https://x.com/uezochan/status/2100608556823388486,uezochan,443,True,2026-09-17T15:31:22+00:00,2026-09-23T04:32:49+00:00,https://api.fxtwitter.com/status/2100608556823388486,new_case,voice-turn-end,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100609341145465325,https://x.com/VacekvVita/status/2100609341145465325,VacekvVita,0,True,2026-09-17T15:34:29+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100609341145465325,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100609472750047263,https://x.com/Vybhav/status/2100609472750047263,Vybhav,0,True,2026-09-17T15:35:00+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100609472750047263,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100611986358927627,https://x.com/Maoku/status/2100611986358927627,Maoku,1,True,2026-09-17T15:44:59+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100611986358927627,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100614911898390589,https://x.com/stablebun/status/2100614911898390589,stablebun,2,True,2026-09-17T15:56:37+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100614911898390589,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100617830890885415,https://x.com/nidhisinghattri/status/2100617830890885415,nidhisinghattri,66,True,2026-09-17T16:08:13+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100617830890885415,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100622868878868603,https://x.com/literallydenis/status/2100622868878868603,literallydenis,8,True,2026-09-17T16:28:14+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100622868878868603,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100623016644223175,https://x.com/isaac_flath/status/2100623016644223175,isaac_flath,259,False,2026-09-17T16:28:49+00:00,2026-09-23T04:29:57+00:00,https://api.fxtwitter.com/status/2100623016644223175,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100627898436571555,https://x.com/jozef_gherman/status/2100627898436571555,jozef_gherman,301,True,2026-09-17T16:48:13+00:00,2026-09-23T04:32:48+00:00,https://api.fxtwitter.com/status/2100627898436571555,pending_review,,虽达到点赞/媒体门槛，具体任务、组件分工或独立实现关系尚未充分核清；保留线索，不表示项目无效。,"Meets like/media thresholds, but task details, component roles or implementation identity still need review; retained as a lead, not judged invalid."
2100645675591520612,https://x.com/razaanstha/status/2100645675591520612,razaanstha,196,True,2026-09-17T17:58:51+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100645675591520612,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100651678110515383,https://x.com/ekzhang1/status/2100651678110515383,ekzhang1,980,True,2026-09-17T18:22:42+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100651678110515383,outside_scope,,独立兼容/仿制模型，不能直接计为 TypeSafe Jev 应用。,"Independent compatible/clone model, not automatically a TypeSafe Jev application."
2100659471257366766,https://x.com/da_fant/status/2100659471257366766,da_fant,633,False,2026-09-17T18:53:40+00:00,2026-09-23T04:29:58+00:00,https://api.fxtwitter.com/status/2100659471257366766,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100679300756435135,https://x.com/iam_zachi/status/2100679300756435135,iam_zachi,2832,True,2026-09-17T20:12:28+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100679300756435135,new_case,pg-jev,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100681083176226921,https://x.com/zahlekhan/status/2100681083176226921,zahlekhan,495,True,2026-09-17T20:19:33+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100681083176226921,pending_review,,虽达到点赞/媒体门槛，具体任务、组件分工或独立实现关系尚未充分核清；保留线索，不表示项目无效。,"Meets like/media thresholds, but task details, component roles or implementation identity still need review; retained as a lead, not judged invalid."
2100686990090047569,https://x.com/studio_yebisu/status/2100686990090047569,studio_yebisu,2254,False,2026-09-17T20:43:01+00:00,2026-09-23T04:29:58+00:00,https://api.fxtwitter.com/status/2100686990090047569,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100688880798159254,https://x.com/CloudflareDev/status/2100688880798159254,CloudflareDev,1080,False,2026-09-17T20:50:32+00:00,2026-09-23T04:29:58+00:00,https://api.fxtwitter.com/status/2100688880798159254,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100701152824185319,https://x.com/sotak/status/2100701152824185319,sotak,176,True,2026-09-17T21:39:18+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100701152824185319,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100711180704641520,https://x.com/FarouqAldori/status/2100711180704641520,FarouqAldori,44,True,2026-09-17T22:19:09+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100711180704641520,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100713197502173373,https://x.com/legitamit/status/2100713197502173373,legitamit,16,True,2026-09-17T22:27:10+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100713197502173373,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100713337436930288,https://x.com/iwashi86/status/2100713337436930288,iwashi86,437,False,2026-09-17T22:27:43+00:00,2026-09-23T04:29:58+00:00,https://api.fxtwitter.com/status/2100713337436930288,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100720936852857271,https://x.com/albicodes/status/2100720936852857271,albicodes,712,True,2026-09-17T22:57:55+00:00,2026-09-23T04:32:47+00:00,https://api.fxtwitter.com/status/2100720936852857271,new_case,visual-reference-finder,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100731050075050485,https://x.com/kushbhuwalka/status/2100731050075050485,kushbhuwalka,2025,False,2026-09-17T23:38:06+00:00,2026-09-23T04:29:58+00:00,https://api.fxtwitter.com/status/2100731050075050485,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100738237237002706,https://x.com/maubaron/status/2100738237237002706,maubaron,3680,True,2026-09-18T00:06:40+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100738237237002706,new_case,smash-four-agents,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100744709589316009,https://x.com/OpenRouter/status/2100744709589316009,OpenRouter,3862,True,2026-09-18T00:32:23+00:00,2026-09-23T04:29:58+00:00,https://api.fxtwitter.com/status/2100744709589316009,not_distinct_app,,公告、讨论、教程合集或传播帖，未单列为独立应用。,"Announcement, discussion, tutorial collection or redistribution; not counted as a distinct app."
2100757989212754085,https://x.com/AlanDaitch/status/2100757989212754085,AlanDaitch,947,True,2026-09-18T01:25:09+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100757989212754085,new_case,secondhand-playwright,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100761338918363550,https://x.com/mvanhorn/status/2100761338918363550,mvanhorn,427,False,2026-09-18T01:38:28+00:00,2026-09-23T04:29:59+00:00,https://api.fxtwitter.com/status/2100761338918363550,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100780634734002230,https://x.com/SUOHA_AI/status/2100780634734002230,SUOHA_AI,2846,True,2026-09-18T02:55:08+00:00,2026-09-23T04:29:59+00:00,https://api.fxtwitter.com/status/2100780634734002230,duplicate,context-compaction,同项目或已有演示的再传播，不另收卡片。,Same project or redistribution of an existing demo; no additional card.
2100788572316139655,https://x.com/mvanhorn/status/2100788572316139655,mvanhorn,418,False,2026-09-18T03:26:41+00:00,2026-09-23T04:29:59+00:00,https://api.fxtwitter.com/status/2100788572316139655,missing_media,,未取得主帖自身图片或视频，引用媒体不替代。,No image/video attached to the original itself; quoted media is not substituted.
2100801037192024478,https://x.com/yongfook/status/2100801037192024478,yongfook,135,True,2026-09-18T04:16:12+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100801037192024478,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100807349363741132,https://x.com/SaaiArora/status/2100807349363741132,SaaiArora,30,True,2026-09-18T04:41:17+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100807349363741132,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100807838566383819,https://x.com/rrriviannn/status/2100807838566383819,rrriviannn,13,True,2026-09-18T04:43:14+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100807838566383819,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100807905859739779,https://x.com/the_cyw/status/2100807905859739779,the_cyw,18,True,2026-09-18T04:43:30+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100807905859739779,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100813615410634997,https://x.com/wobsoriano/status/2100813615410634997,wobsoriano,196,True,2026-09-18T05:06:11+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100813615410634997,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100814590300889426,https://x.com/instantricecook/status/2100814590300889426,instantricecook,6130,True,2026-09-18T05:10:04+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100814590300889426,new_case,mac-voice-fast-actions,正式案例主帖；同项目不重复计数。,Formal main post; the project is counted once.
2100817199686619348,https://x.com/mittalparth_/status/2100817199686619348,mittalparth_,44,True,2026-09-18T05:20:26+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100817199686619348,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100820581444980736,https://x.com/amagitakayosi/status/2100820581444980736,amagitakayosi,17,True,2026-09-18T05:33:52+00:00,2026-09-23T04:32:46+00:00,https://api.fxtwitter.com/status/2100820581444980736,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100827289349132657,https://x.com/kylejeong/status/2100827289349132657,kylejeong,37,True,2026-09-18T06:00:31+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100827289349132657,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100832108855857325,https://x.com/juminoz/status/2100832108855857325,juminoz,3,True,2026-09-18T06:19:40+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100832108855857325,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100833538224668699,https://x.com/IsaacSin12/status/2100833538224668699,IsaacSin12,149,True,2026-09-18T06:25:21+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100833538224668699,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100833655518367871,https://x.com/lomeshdutta/status/2100833655518367871,lomeshdutta,23,True,2026-09-18T06:25:49+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100833655518367871,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100834561995493476,https://x.com/_shubhankar/status/2100834561995493476,_shubhankar,18,True,2026-09-18T06:29:25+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100834561995493476,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100842364248178833,https://x.com/AnxKhn/status/2100842364248178833,AnxKhn,28,True,2026-09-18T07:00:26+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100842364248178833,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100844705588347238,https://x.com/NesanSelvan04/status/2100844705588347238,NesanSelvan04,6,True,2026-09-18T07:09:44+00:00,2026-09-23T04:32:45+00:00,https://api.fxtwitter.com/status/2100844705588347238,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100844854490103835,https://x.com/tonnoz/status/2100844854490103835,tonnoz,378,True,2026-09-18T07:10:19+00:00,2026-09-23T04:29:59+00:00,https://api.fxtwitter.com/status/2100844854490103835,pending_review,,虽达到点赞/媒体门槛，具体任务、组件分工或独立实现关系尚未充分核清；保留线索，不表示项目无效。,"Meets like/media thresholds, but task details, component roles or implementation identity still need review; retained as a lead, not judged invalid."
2100845388655960112,https://x.com/mikegee/status/2100845388655960112,mikegee,165,True,2026-09-18T07:12:27+00:00,2026-09-23T04:32:44+00:00,https://api.fxtwitter.com/status/2100845388655960112,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100846091281506370,https://x.com/juminoz/status/2100846091281506370,juminoz,5,True,2026-09-18T07:15:14+00:00,2026-09-23T04:32:44+00:00,https://api.fxtwitter.com/status/2100846091281506370,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100850610962919551,https://x.com/thenightshipper/status/2100850610962919551,thenightshipper,11,True,2026-09-18T07:33:12+00:00,2026-09-23T04:32:44+00:00,https://api.fxtwitter.com/status/2100850610962919551,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100851116498186415,https://x.com/DaniiarAbdiev/status/2100851116498186415,DaniiarAbdiev,30,True,2026-09-18T07:35:12+00:00,2026-09-23T04:32:44+00:00,https://api.fxtwitter.com/status/2100851116498186415,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100853837288407365,https://x.com/ForwardFuture/status/2100853837288407365,ForwardFuture,136,True,2026-09-18T07:46:01+00:00,2026-09-23T04:29:59+00:00,https://api.fxtwitter.com/status/2100853837288407365,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100859259915227358,https://x.com/Orus_agent/status/2100859259915227358,Orus_agent,51,True,2026-09-18T08:07:34+00:00,2026-09-23T04:32:44+00:00,https://api.fxtwitter.com/status/2100859259915227358,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100859307671855113,https://x.com/GoSailGlobal/status/2100859307671855113,GoSailGlobal,37,True,2026-09-18T08:07:45+00:00,2026-09-23T04:29:59+00:00,https://api.fxtwitter.com/status/2100859307671855113,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
2100870244004683886,https://x.com/vladdubchak_x/status/2100870244004683886,vladdubchak_x,56,True,2026-09-18T08:51:13+00:00,2026-09-23T04:32:44+00:00,https://api.fxtwitter.com/status/2100870244004683886,below_threshold,,原帖取数未达 200 赞。,Original snapshot is below 200 likes.
